,Time,Vibration RMS Velocity,Temperature,Name,Datetime
542,28.7.2022 09:06:26,0.85,28.9,control cabinet,2022-07-28 09:06:26
539,28.7.2022 09:07:42,0.6,30.9,control valve,2022-07-28 09:07:42
541,28.7.2022 09:23:39,0.4,52.0,humidifier Condair,2022-07-28 09:23:39
545,28.7.2022 09:55:41,0.69,27.6,air fan,2022-07-28 09:55:41
543,28.7.2022 10:02:17,0.47,38.2,HVAC drive,2022-07-28 10:02:17
541,28.7.2022 10:06:34,0.8,28.9,control cabinet,2022-07-28 10:06:34
538,28.7.2022 10:07:47,0.6,30.9,control valve,2022-07-28 10:07:47
540,28.7.2022 10:24:00,0.16,52.0,humidifier Condair,2022-07-28 10:24:00
544,28.7.2022 10:55:46,0.73,27.6,air fan,2022-07-28 10:55:46
542,28.7.2022 11:02:27,0.58,38.1,HVAC drive,2022-07-28 11:02:27
540,28.7.2022 11:06:42,0.8,28.9,control cabinet,2022-07-28 11:06:42
537,28.7.2022 11:07:52,0.48,30.7,control valve,2022-07-28 11:07:52
539,28.7.2022 11:24:23,0.12,52.0,humidifier Condair,2022-07-28 11:24:23
543,28.7.2022 11:55:48,0.76,27.2,air fan,2022-07-28 11:55:48
541,28.7.2022 12:02:39,0.57,37.9,HVAC drive,2022-07-28 12:02:39
539,28.7.2022 12:06:50,0.81,28.8,control cabinet,2022-07-28 12:06:50
536,28.7.2022 12:07:57,0.42,30.3,control valve,2022-07-28 12:07:57
538,28.7.2022 12:24:44,0.16,51.9,humidifier Condair,2022-07-28 12:24:44
542,28.7.2022 12:55:53,0.84,27.1,air fan,2022-07-28 12:55:53
540,28.7.2022 13:02:51,0.52,37.8,HVAC drive,2022-07-28 13:02:51
538,28.7.2022 13:07:02,0.8,28.8,control cabinet,2022-07-28 13:07:02
535,28.7.2022 13:08:09,0.43,30.3,control valve,2022-07-28 13:08:09
537,28.7.2022 13:25:04,0.37,51.8,humidifier Condair,2022-07-28 13:25:04
541,28.7.2022 13:55:55,0.8,27.0,air fan,2022-07-28 13:55:55
539,28.7.2022 14:03:02,0.61,37.7,HVAC drive,2022-07-28 14:03:02
537,28.7.2022 14:07:07,0.8,28.8,control cabinet,2022-07-28 14:07:07
534,28.7.2022 14:08:14,0.53,30.2,control valve,2022-07-28 14:08:14
536,28.7.2022 14:25:25,0.16,51.8,humidifier Condair,2022-07-28 14:25:25
540,28.7.2022 14:55:52,0.84,26.9,air fan,2022-07-28 14:55:52
538,28.7.2022 15:03:35,0.46,37.7,HVAC drive,2022-07-28 15:03:35
536,28.7.2022 15:07:18,0.8,28.8,control cabinet,2022-07-28 15:07:18
535,28.7.2022 15:25:57,0.34,51.7,humidifier Condair,2022-07-28 15:25:57
539,28.7.2022 15:56:20,1.14,26.9,air fan,2022-07-28 15:56:20
537,28.7.2022 16:03:51,0.54,37.7,HVAC drive,2022-07-28 16:03:51
535,28.7.2022 16:07:40,0.8,28.9,control cabinet,2022-07-28 16:07:40
533,28.7.2022 16:09:05,0.51,30.3,control valve,2022-07-28 16:09:05
534,28.7.2022 16:27:08,0.16,51.7,humidifier Condair,2022-07-28 16:27:08
538,28.7.2022 16:56:28,0.91,26.8,air fan,2022-07-28 16:56:28
537,28.7.2022 17:56:32,0.84,26.8,air fan,2022-07-28 17:56:32
536,28.7.2022 18:04:33,0.41,37.7,HVAC drive,2022-07-28 18:04:33
534,28.7.2022 18:08:25,0.76,28.8,control cabinet,2022-07-28 18:08:25
532,28.7.2022 18:09:39,0.73,30.2,control valve,2022-07-28 18:09:39
533,28.7.2022 18:28:23,0.12,51.7,humidifier Condair,2022-07-28 18:28:23
536,28.7.2022 18:56:30,0.8,26.8,air fan,2022-07-28 18:56:30
535,28.7.2022 19:04:50,0.54,37.6,HVAC drive,2022-07-28 19:04:50
533,28.7.2022 19:08:30,0.77,28.8,control cabinet,2022-07-28 19:08:30
531,28.7.2022 19:09:46,0.45,30.2,control valve,2022-07-28 19:09:46
532,28.7.2022 19:28:42,0.4,51.6,humidifier Condair,2022-07-28 19:28:42
535,28.7.2022 19:56:29,0.8,26.8,air fan,2022-07-28 19:56:29
534,28.7.2022 20:04:59,0.49,37.6,HVAC drive,2022-07-28 20:04:59
532,28.7.2022 20:08:36,0.8,28.8,control cabinet,2022-07-28 20:08:36
530,28.7.2022 20:09:54,0.51,30.2,control valve,2022-07-28 20:09:54
531,28.7.2022 20:29:03,0.4,51.7,humidifier Condair,2022-07-28 20:29:03
534,28.7.2022 20:56:27,0.8,26.8,air fan,2022-07-28 20:56:27
533,28.7.2022 21:05:08,0.49,37.6,HVAC drive,2022-07-28 21:05:08
531,28.7.2022 21:08:42,0.8,28.8,control cabinet,2022-07-28 21:08:42
529,28.7.2022 21:10:02,0.48,30.2,control valve,2022-07-28 21:10:02
530,28.7.2022 21:29:23,0.94,51.8,humidifier Condair,2022-07-28 21:29:23
533,28.7.2022 21:56:27,0.66,26.8,air fan,2022-07-28 21:56:27
532,28.7.2022 22:05:19,0.57,37.7,HVAC drive,2022-07-28 22:05:19
530,28.7.2022 22:08:47,0.8,28.8,control cabinet,2022-07-28 22:08:47
528,28.7.2022 22:10:06,0.6,30.3,control valve,2022-07-28 22:10:06
529,28.7.2022 22:29:44,0.16,52.1,humidifier Condair,2022-07-28 22:29:44
532,28.7.2022 22:56:25,0.77,27.0,air fan,2022-07-28 22:56:25
531,28.7.2022 23:05:30,0.5,37.8,HVAC drive,2022-07-28 23:05:30
529,28.7.2022 23:08:52,0.77,28.8,control cabinet,2022-07-28 23:08:52
527,28.7.2022 23:10:11,0.45,30.3,control valve,2022-07-28 23:10:11
528,28.7.2022 23:30:05,0.66,52.2,humidifier Condair,2022-07-28 23:30:05
531,28.7.2022 23:56:23,0.87,27.5,air fan,2022-07-28 23:56:23
530,29.7.2022 00:05:40,0.46,38.0,HVAC drive,2022-07-29 00:05:40
528,29.7.2022 00:08:57,0.8,28.9,control cabinet,2022-07-29 00:08:57
526,29.7.2022 00:10:15,0.51,30.9,control valve,2022-07-29 00:10:15
527,29.7.2022 00:30:25,0.12,51.9,humidifier Condair,2022-07-29 00:30:25
530,29.7.2022 00:56:22,0.76,27.6,air fan,2022-07-29 00:56:22
529,29.7.2022 01:05:50,0.57,38.2,HVAC drive,2022-07-29 01:05:50
527,29.7.2022 01:09:03,0.8,28.9,control cabinet,2022-07-29 01:09:03
525,29.7.2022 01:10:20,0.58,31.0,control valve,2022-07-29 01:10:20
526,29.7.2022 01:30:46,0.84,52.1,humidifier Condair,2022-07-29 01:30:46
529,29.7.2022 01:56:21,0.69,27.7,air fan,2022-07-29 01:56:21
528,29.7.2022 02:06:00,0.46,38.2,HVAC drive,2022-07-29 02:06:00
526,29.7.2022 02:09:08,0.8,29.0,control cabinet,2022-07-29 02:09:08
524,29.7.2022 02:10:24,0.55,31.1,control valve,2022-07-29 02:10:24
525,29.7.2022 02:31:06,0.38,51.9,humidifier Condair,2022-07-29 02:31:06
528,29.7.2022 02:56:19,1.06,27.5,air fan,2022-07-29 02:56:19
527,29.7.2022 03:06:11,0.52,38.1,HVAC drive,2022-07-29 03:06:11
525,29.7.2022 03:09:13,0.76,28.9,control cabinet,2022-07-29 03:09:13
523,29.7.2022 03:10:28,0.5,30.6,control valve,2022-07-29 03:10:28
524,29.7.2022 03:31:26,0.12,51.5,humidifier Condair,2022-07-29 03:31:26
527,29.7.2022 03:56:17,0.76,27.4,air fan,2022-07-29 03:56:17
526,29.7.2022 04:06:21,0.54,38.0,HVAC drive,2022-07-29 04:06:21
524,29.7.2022 04:09:18,0.8,28.9,control cabinet,2022-07-29 04:09:18
522,29.7.2022 04:10:33,0.64,30.3,control valve,2022-07-29 04:10:33
523,29.7.2022 04:31:46,0.36,51.8,humidifier Condair,2022-07-29 04:31:46
526,29.7.2022 04:56:16,0.87,27.4,air fan,2022-07-29 04:56:16
525,29.7.2022 05:06:31,0.46,37.9,HVAC drive,2022-07-29 05:06:31
523,29.7.2022 05:09:25,0.76,28.9,control cabinet,2022-07-29 05:09:25
521,29.7.2022 05:10:39,0.57,30.4,control valve,2022-07-29 05:10:39
522,29.7.2022 05:32:07,1.05,51.9,humidifier Condair,2022-07-29 05:32:07
525,29.7.2022 05:56:14,0.8,27.4,air fan,2022-07-29 05:56:14
524,29.7.2022 06:06:41,0.46,38.0,HVAC drive,2022-07-29 06:06:41
522,29.7.2022 06:09:30,0.77,28.8,control cabinet,2022-07-29 06:09:30
520,29.7.2022 06:10:43,0.58,30.5,control valve,2022-07-29 06:10:43
521,29.7.2022 06:32:27,0.74,52.0,humidifier Condair,2022-07-29 06:32:27
524,29.7.2022 06:56:13,0.95,27.7,air fan,2022-07-29 06:56:13
523,29.7.2022 07:06:52,0.57,38.2,HVAC drive,2022-07-29 07:06:52
521,29.7.2022 07:09:36,0.8,28.9,control cabinet,2022-07-29 07:09:36
519,29.7.2022 07:10:46,0.66,30.9,control valve,2022-07-29 07:10:46
520,29.7.2022 07:32:47,0.68,52.0,humidifier Condair,2022-07-29 07:32:47
523,29.7.2022 07:56:11,0.91,27.7,air fan,2022-07-29 07:56:11
522,29.7.2022 08:07:01,0.47,38.2,HVAC drive,2022-07-29 08:07:01
520,29.7.2022 08:09:40,0.8,28.9,control cabinet,2022-07-29 08:09:40
518,29.7.2022 08:10:55,0.43,30.8,control valve,2022-07-29 08:10:55
519,29.7.2022 08:33:07,0.16,51.8,humidifier Condair,2022-07-29 08:33:07
522,29.7.2022 08:56:10,0.69,27.2,air fan,2022-07-29 08:56:10
521,29.7.2022 09:07:13,0.47,37.8,HVAC drive,2022-07-29 09:07:13
519,29.7.2022 09:09:46,0.77,28.8,control cabinet,2022-07-29 09:09:46
517,29.7.2022 09:11:00,0.48,29.6,control valve,2022-07-29 09:11:00
518,29.7.2022 09:33:25,0.16,47.0,humidifier Condair,2022-07-29 09:33:25
521,29.7.2022 09:56:07,0.8,26.8,air fan,2022-07-29 09:56:07
520,29.7.2022 10:07:25,0.43,37.5,HVAC drive,2022-07-29 10:07:25
518,29.7.2022 10:09:52,0.8,28.7,control cabinet,2022-07-29 10:09:52
516,29.7.2022 10:11:05,0.45,28.8,control valve,2022-07-29 10:11:05
517,29.7.2022 10:33:41,0.12,44.0,humidifier Condair,2022-07-29 10:33:41
520,29.7.2022 10:56:04,1.17,26.6,air fan,2022-07-29 10:56:04
519,29.7.2022 11:07:36,0.59,37.3,HVAC drive,2022-07-29 11:07:36
517,29.7.2022 11:09:58,0.8,28.7,control cabinet,2022-07-29 11:09:58
515,29.7.2022 11:11:08,0.38,28.5,control valve,2022-07-29 11:11:08
516,29.7.2022 11:34:00,0.16,41.9,humidifier Condair,2022-07-29 11:34:00
519,29.7.2022 11:56:03,0.88,26.5,air fan,2022-07-29 11:56:03
518,29.7.2022 12:07:45,0.43,37.2,HVAC drive,2022-07-29 12:07:45
516,29.7.2022 12:10:04,0.77,28.8,control cabinet,2022-07-29 12:10:04
514,29.7.2022 12:11:15,0.48,28.6,control valve,2022-07-29 12:11:15
515,29.7.2022 12:34:12,0.12,40.4,humidifier Condair,2022-07-29 12:34:12
518,29.7.2022 12:56:01,0.8,26.5,air fan,2022-07-29 12:56:01
517,29.7.2022 13:07:55,0.57,37.2,HVAC drive,2022-07-29 13:07:55
515,29.7.2022 13:10:10,0.83,28.8,control cabinet,2022-07-29 13:10:10
513,29.7.2022 13:11:22,0.43,28.5,control valve,2022-07-29 13:11:22
514,29.7.2022 13:34:24,0.12,38.9,humidifier Condair,2022-07-29 13:34:24
517,29.7.2022 13:56:01,1.17,26.4,air fan,2022-07-29 13:56:01
516,29.7.2022 14:08:06,0.49,37.1,HVAC drive,2022-07-29 14:08:06
514,29.7.2022 14:10:19,0.8,28.7,control cabinet,2022-07-29 14:10:19
512,29.7.2022 14:12:04,0.43,28.4,control valve,2022-07-29 14:12:04
513,29.7.2022 14:35:01,0.16,37.7,humidifier Condair,2022-07-29 14:35:01
516,29.7.2022 14:56:01,0.84,26.3,air fan,2022-07-29 14:56:01
515,29.7.2022 15:08:20,0.46,37.0,HVAC drive,2022-07-29 15:08:20
513,29.7.2022 15:10:27,0.8,28.7,control cabinet,2022-07-29 15:10:27
511,29.7.2022 15:12:10,0.47,28.4,control valve,2022-07-29 15:12:10
512,29.7.2022 15:35:25,0.16,36.7,humidifier Condair,2022-07-29 15:35:25
515,29.7.2022 15:56:00,0.77,26.2,air fan,2022-07-29 15:56:00
514,29.7.2022 16:08:35,0.52,37.0,HVAC drive,2022-07-29 16:08:35
512,29.7.2022 16:10:37,0.8,28.7,control cabinet,2022-07-29 16:10:37
510,29.7.2022 16:12:25,0.55,28.4,control valve,2022-07-29 16:12:25
514,29.7.2022 16:56:10,0.77,26.2,air fan,2022-07-29 16:56:10
513,29.7.2022 17:08:48,0.68,37.0,HVAC drive,2022-07-29 17:08:48
511,29.7.2022 17:10:50,0.8,28.7,control cabinet,2022-07-29 17:10:50
509,29.7.2022 17:12:36,0.58,28.3,control valve,2022-07-29 17:12:36
511,29.7.2022 17:36:02,0.12,35.0,humidifier Condair,2022-07-29 17:36:02
513,29.7.2022 17:56:09,0.84,26.2,air fan,2022-07-29 17:56:09
512,29.7.2022 18:09:00,0.48,37.0,HVAC drive,2022-07-29 18:09:00
510,29.7.2022 18:10:56,0.8,28.7,control cabinet,2022-07-29 18:10:56
508,29.7.2022 18:12:40,0.59,28.3,control valve,2022-07-29 18:12:40
510,29.7.2022 18:36:11,0.12,34.4,humidifier Condair,2022-07-29 18:36:11
512,29.7.2022 18:56:06,1.21,26.2,air fan,2022-07-29 18:56:06
511,29.7.2022 19:09:09,0.45,37.0,HVAC drive,2022-07-29 19:09:09
509,29.7.2022 19:11:02,0.8,28.7,control cabinet,2022-07-29 19:11:02
507,29.7.2022 19:12:44,0.48,28.3,control valve,2022-07-29 19:12:44
509,29.7.2022 19:36:19,0.16,33.8,humidifier Condair,2022-07-29 19:36:19
511,29.7.2022 19:56:04,0.91,26.1,air fan,2022-07-29 19:56:04
510,29.7.2022 20:09:19,0.5,37.0,HVAC drive,2022-07-29 20:09:19
508,29.7.2022 20:11:07,0.76,28.6,control cabinet,2022-07-29 20:11:07
506,29.7.2022 20:12:47,0.44,28.3,control valve,2022-07-29 20:12:47
508,29.7.2022 20:36:27,0.12,33.3,humidifier Condair,2022-07-29 20:36:27
510,29.7.2022 20:56:02,0.95,26.1,air fan,2022-07-29 20:56:02
509,29.7.2022 21:09:30,0.46,36.9,HVAC drive,2022-07-29 21:09:30
507,29.7.2022 21:11:12,0.78,28.6,control cabinet,2022-07-29 21:11:12
505,29.7.2022 21:12:55,0.59,28.3,control valve,2022-07-29 21:12:55
507,29.7.2022 21:36:33,0.12,32.9,humidifier Condair,2022-07-29 21:36:33
509,29.7.2022 21:56:00,0.63,26.1,air fan,2022-07-29 21:56:00
508,29.7.2022 22:09:38,0.61,36.9,HVAC drive,2022-07-29 22:09:38
506,29.7.2022 22:11:18,0.8,28.6,control cabinet,2022-07-29 22:11:18
504,29.7.2022 22:12:59,0.48,28.3,control valve,2022-07-29 22:12:59
506,29.7.2022 22:36:40,0.16,32.4,humidifier Condair,2022-07-29 22:36:40
508,29.7.2022 22:56:00,0.73,26.2,air fan,2022-07-29 22:56:00
507,29.7.2022 23:09:48,0.4,36.9,HVAC drive,2022-07-29 23:09:48
505,29.7.2022 23:11:23,0.76,28.6,control cabinet,2022-07-29 23:11:23
503,29.7.2022 23:13:03,0.55,28.3,control valve,2022-07-29 23:13:03
505,29.7.2022 23:36:46,0.16,32.1,humidifier Condair,2022-07-29 23:36:46
507,29.7.2022 23:56:00,0.77,26.2,air fan,2022-07-29 23:56:00
506,30.7.2022 00:09:55,0.54,36.9,HVAC drive,2022-07-30 00:09:55
504,30.7.2022 00:11:28,0.8,28.6,control cabinet,2022-07-30 00:11:28
502,30.7.2022 00:13:06,0.51,28.3,control valve,2022-07-30 00:13:06
504,30.7.2022 00:36:53,0.12,31.8,humidifier Condair,2022-07-30 00:36:53
506,30.7.2022 00:55:57,0.65,26.2,air fan,2022-07-30 00:55:57
505,30.7.2022 01:10:05,0.58,36.9,HVAC drive,2022-07-30 01:10:05
503,30.7.2022 01:11:33,0.8,28.6,control cabinet,2022-07-30 01:11:33
501,30.7.2022 01:13:12,0.6,28.3,control valve,2022-07-30 01:13:12
503,30.7.2022 01:36:59,0.12,31.6,humidifier Condair,2022-07-30 01:36:59
505,30.7.2022 01:55:54,1.21,26.3,air fan,2022-07-30 01:55:54
504,30.7.2022 02:10:15,0.47,37.0,HVAC drive,2022-07-30 02:10:15
502,30.7.2022 02:11:38,0.81,28.6,control cabinet,2022-07-30 02:11:38
500,30.7.2022 02:13:15,0.51,28.2,control valve,2022-07-30 02:13:15
502,30.7.2022 02:37:04,0.16,31.2,humidifier Condair,2022-07-30 02:37:04
504,30.7.2022 02:55:52,0.77,26.3,air fan,2022-07-30 02:55:52
503,30.7.2022 03:10:24,0.47,37.0,HVAC drive,2022-07-30 03:10:24
501,30.7.2022 03:11:45,0.77,28.6,control cabinet,2022-07-30 03:11:45
499,30.7.2022 03:13:19,0.55,28.2,control valve,2022-07-30 03:13:19
501,30.7.2022 03:37:10,0.12,31.1,humidifier Condair,2022-07-30 03:37:10
503,30.7.2022 03:55:49,0.69,26.3,air fan,2022-07-30 03:55:49
502,30.7.2022 04:10:34,0.52,37.0,HVAC drive,2022-07-30 04:10:34
500,30.7.2022 04:11:51,0.8,28.6,control cabinet,2022-07-30 04:11:51
498,30.7.2022 04:13:22,0.58,28.3,control valve,2022-07-30 04:13:22
500,30.7.2022 04:37:14,0.16,30.9,humidifier Condair,2022-07-30 04:37:14
502,30.7.2022 04:55:45,0.8,26.4,air fan,2022-07-30 04:55:45
501,30.7.2022 05:10:43,0.51,37.0,HVAC drive,2022-07-30 05:10:43
499,30.7.2022 05:11:56,0.8,28.6,control cabinet,2022-07-30 05:11:56
497,30.7.2022 05:13:25,0.66,28.3,control valve,2022-07-30 05:13:25
499,30.7.2022 05:37:20,0.12,30.7,humidifier Condair,2022-07-30 05:37:20
501,30.7.2022 05:55:42,0.84,26.4,air fan,2022-07-30 05:55:42
500,30.7.2022 06:10:52,0.46,37.0,HVAC drive,2022-07-30 06:10:52
498,30.7.2022 06:12:01,0.81,28.6,control cabinet,2022-07-30 06:12:01
496,30.7.2022 06:13:28,0.69,28.2,control valve,2022-07-30 06:13:28
498,30.7.2022 06:37:24,0.16,30.4,humidifier Condair,2022-07-30 06:37:24
500,30.7.2022 06:55:40,0.99,26.0,air fan,2022-07-30 06:55:40
499,30.7.2022 07:11:01,0.55,36.8,HVAC drive,2022-07-30 07:11:01
497,30.7.2022 07:12:06,0.81,28.6,control cabinet,2022-07-30 07:12:06
495,30.7.2022 07:13:31,0.45,28.2,control valve,2022-07-30 07:13:31
497,30.7.2022 07:37:29,0.16,30.2,humidifier Condair,2022-07-30 07:37:29
499,30.7.2022 07:55:37,0.84,25.9,air fan,2022-07-30 07:55:37
498,30.7.2022 08:11:11,0.52,36.8,HVAC drive,2022-07-30 08:11:11
496,30.7.2022 08:12:12,0.76,28.5,control cabinet,2022-07-30 08:12:12
494,30.7.2022 08:13:33,0.48,28.2,control valve,2022-07-30 08:13:33
496,30.7.2022 08:37:33,0.12,30.0,humidifier Condair,2022-07-30 08:37:33
498,30.7.2022 08:55:34,1.02,25.8,air fan,2022-07-30 08:55:34
497,30.7.2022 09:11:19,0.5,36.7,HVAC drive,2022-07-30 09:11:19
495,30.7.2022 09:12:17,0.8,28.5,control cabinet,2022-07-30 09:12:17
493,30.7.2022 09:13:36,0.66,28.2,control valve,2022-07-30 09:13:36
495,30.7.2022 09:37:37,0.12,29.5,humidifier Condair,2022-07-30 09:37:37
497,30.7.2022 09:55:32,0.99,25.9,air fan,2022-07-30 09:55:32
496,30.7.2022 10:11:29,0.46,36.7,HVAC drive,2022-07-30 10:11:29
494,30.7.2022 10:12:22,0.8,28.6,control cabinet,2022-07-30 10:12:22
492,30.7.2022 10:13:40,0.51,28.2,control valve,2022-07-30 10:13:40
494,30.7.2022 10:37:41,0.16,29.0,humidifier Condair,2022-07-30 10:37:41
496,30.7.2022 10:55:29,0.8,25.8,air fan,2022-07-30 10:55:29
495,30.7.2022 11:11:40,0.49,36.7,HVAC drive,2022-07-30 11:11:40
493,30.7.2022 11:12:29,0.77,28.6,control cabinet,2022-07-30 11:12:29
491,30.7.2022 11:13:42,0.55,28.2,control valve,2022-07-30 11:13:42
493,30.7.2022 11:37:45,0.16,28.7,humidifier Condair,2022-07-30 11:37:45
495,30.7.2022 11:55:26,0.84,25.9,air fan,2022-07-30 11:55:26
494,30.7.2022 12:11:53,0.52,36.8,HVAC drive,2022-07-30 12:11:53
492,30.7.2022 12:12:35,0.8,28.6,control cabinet,2022-07-30 12:12:35
490,30.7.2022 12:13:46,0.5,28.2,control valve,2022-07-30 12:13:46
492,30.7.2022 12:37:48,0.12,28.5,humidifier Condair,2022-07-30 12:37:48
494,30.7.2022 12:55:24,0.88,25.9,air fan,2022-07-30 12:55:24
493,30.7.2022 13:12:04,0.4,36.8,HVAC drive,2022-07-30 13:12:04
491,30.7.2022 13:12:41,0.84,28.6,control cabinet,2022-07-30 13:12:41
489,30.7.2022 13:13:49,0.56,28.2,control valve,2022-07-30 13:13:49
491,30.7.2022 13:37:52,0.12,28.4,humidifier Condair,2022-07-30 13:37:52
493,30.7.2022 13:55:22,0.76,26.0,air fan,2022-07-30 13:55:22
492,30.7.2022 14:12:17,0.36,36.9,HVAC drive,2022-07-30 14:12:17
490,30.7.2022 14:12:48,0.76,28.6,control cabinet,2022-07-30 14:12:48
488,30.7.2022 14:13:53,0.55,28.4,control valve,2022-07-30 14:13:53
490,30.7.2022 14:38:02,0.16,46.2,humidifier Condair,2022-07-30 14:38:02
492,30.7.2022 14:55:20,0.73,27.0,air fan,2022-07-30 14:55:20
491,30.7.2022 15:12:29,0.43,37.5,HVAC drive,2022-07-30 15:12:29
489,30.7.2022 15:12:54,0.76,28.6,control cabinet,2022-07-30 15:12:54
487,30.7.2022 15:13:57,0.51,29.5,control valve,2022-07-30 15:13:57
489,30.7.2022 15:38:22,0.12,47.5,humidifier Condair,2022-07-30 15:38:22
491,30.7.2022 15:55:18,0.69,27.0,air fan,2022-07-30 15:55:18
490,30.7.2022 16:12:40,0.43,37.7,HVAC drive,2022-07-30 16:12:40
488,30.7.2022 16:13:00,0.8,28.7,control cabinet,2022-07-30 16:13:00
486,30.7.2022 16:14:01,0.56,29.9,control valve,2022-07-30 16:14:01
488,30.7.2022 16:38:41,0.76,51.3,humidifier Condair,2022-07-30 16:38:41
490,30.7.2022 16:55:17,0.65,27.3,air fan,2022-07-30 16:55:17
489,30.7.2022 17:12:50,0.43,37.8,HVAC drive,2022-07-30 17:12:50
487,30.7.2022 17:13:05,0.8,28.8,control cabinet,2022-07-30 17:13:05
485,30.7.2022 17:14:06,0.5,30.7,control valve,2022-07-30 17:14:06
487,30.7.2022 17:39:02,0.12,51.6,humidifier Condair,2022-07-30 17:39:02
489,30.7.2022 17:55:15,0.84,27.3,air fan,2022-07-30 17:55:15
488,30.7.2022 18:13:00,0.55,38.0,HVAC drive,2022-07-30 18:13:00
486,30.7.2022 18:13:15,0.83,28.8,control cabinet,2022-07-30 18:13:15
484,30.7.2022 18:14:15,0.53,30.8,control valve,2022-07-30 18:14:15
486,30.7.2022 18:39:24,0.16,51.0,humidifier Condair,2022-07-30 18:39:24
488,30.7.2022 18:55:14,0.8,27.2,air fan,2022-07-30 18:55:14
487,30.7.2022 19:13:12,0.47,37.9,HVAC drive,2022-07-30 19:13:12
485,30.7.2022 19:13:21,0.8,28.8,control cabinet,2022-07-30 19:13:21
483,30.7.2022 19:14:22,0.58,30.6,control valve,2022-07-30 19:14:22
485,30.7.2022 19:39:46,0.57,51.4,humidifier Condair,2022-07-30 19:39:46
487,30.7.2022 19:55:13,0.66,27.2,air fan,2022-07-30 19:55:13
486,30.7.2022 20:13:22,0.57,38.0,HVAC drive,2022-07-30 20:13:22
484,30.7.2022 20:13:27,0.77,28.8,control cabinet,2022-07-30 20:13:27
482,30.7.2022 20:14:26,0.48,30.7,control valve,2022-07-30 20:14:26
484,30.7.2022 20:40:06,0.27,51.8,humidifier Condair,2022-07-30 20:40:06
486,30.7.2022 20:55:11,0.88,27.4,air fan,2022-07-30 20:55:11
483,30.7.2022 21:13:33,0.8,28.8,control cabinet,2022-07-30 21:13:33
485,30.7.2022 21:13:33,0.46,38.0,HVAC drive,2022-07-30 21:13:33
481,30.7.2022 21:14:30,0.55,30.8,control valve,2022-07-30 21:14:30
483,30.7.2022 21:40:33,0.14,51.8,humidifier Condair,2022-07-30 21:40:33
485,30.7.2022 21:55:09,1.21,27.6,air fan,2022-07-30 21:55:09
482,30.7.2022 22:13:39,0.8,28.8,control cabinet,2022-07-30 22:13:39
484,30.7.2022 22:13:44,0.5,38.1,HVAC drive,2022-07-30 22:13:44
480,30.7.2022 22:14:37,0.6,30.9,control valve,2022-07-30 22:14:37
482,30.7.2022 22:40:52,0.16,51.4,humidifier Condair,2022-07-30 22:40:52
484,30.7.2022 22:55:07,0.91,27.6,air fan,2022-07-30 22:55:07
481,30.7.2022 23:13:44,0.8,28.8,control cabinet,2022-07-30 23:13:44
483,30.7.2022 23:13:54,0.49,38.1,HVAC drive,2022-07-30 23:13:54
479,30.7.2022 23:14:42,0.48,30.7,control valve,2022-07-30 23:14:42
481,30.7.2022 23:41:12,0.16,51.6,humidifier Condair,2022-07-30 23:41:12
483,30.7.2022 23:55:07,0.84,27.7,air fan,2022-07-30 23:55:07
480,31.7.2022 00:13:49,0.77,28.8,control cabinet,2022-07-31 00:13:49
482,31.7.2022 00:14:04,0.5,38.1,HVAC drive,2022-07-31 00:14:04
478,31.7.2022 00:14:46,0.56,30.8,control valve,2022-07-31 00:14:46
480,31.7.2022 00:41:31,0.31,51.3,humidifier Condair,2022-07-31 00:41:31
482,31.7.2022 00:55:05,1.14,27.7,air fan,2022-07-31 00:55:05
479,31.7.2022 01:13:55,0.8,28.8,control cabinet,2022-07-31 01:13:55
481,31.7.2022 01:14:14,0.38,38.2,HVAC drive,2022-07-31 01:14:14
477,31.7.2022 01:14:51,0.51,30.7,control valve,2022-07-31 01:14:51
479,31.7.2022 01:41:52,0.16,49.5,humidifier Condair,2022-07-31 01:41:52
481,31.7.2022 01:55:03,0.84,27.7,air fan,2022-07-31 01:55:03
478,31.7.2022 02:14:00,0.76,28.8,control cabinet,2022-07-31 02:14:00
480,31.7.2022 02:14:24,0.51,38.1,HVAC drive,2022-07-31 02:14:24
476,31.7.2022 02:14:55,0.53,29.9,control valve,2022-07-31 02:14:55
478,31.7.2022 02:42:09,0.12,46.3,humidifier Condair,2022-07-31 02:42:09
480,31.7.2022 02:55:03,0.95,27.7,air fan,2022-07-31 02:55:03
477,31.7.2022 03:14:05,0.76,28.8,control cabinet,2022-07-31 03:14:05
479,31.7.2022 03:14:34,0.46,38.1,HVAC drive,2022-07-31 03:14:34
475,31.7.2022 03:14:59,0.53,29.6,control valve,2022-07-31 03:14:59
477,31.7.2022 03:42:23,0.12,43.8,humidifier Condair,2022-07-31 03:42:23
479,31.7.2022 03:55:01,0.84,27.7,air fan,2022-07-31 03:55:01
476,31.7.2022 04:14:11,0.8,28.7,control cabinet,2022-07-31 04:14:11
478,31.7.2022 04:14:44,0.45,38.0,HVAC drive,2022-07-31 04:14:44
474,31.7.2022 04:15:03,0.6,29.5,control valve,2022-07-31 04:15:03
476,31.7.2022 04:42:36,0.16,41.8,humidifier Condair,2022-07-31 04:42:36
478,31.7.2022 04:55:00,0.73,27.8,air fan,2022-07-31 04:55:00
475,31.7.2022 05:14:16,0.8,28.7,control cabinet,2022-07-31 05:14:16
